Attempts,IP_Change,Request_Frequency,User_Agent_Diversity,Key_Length,Error_Code_Frequency,Attack
8,0,3.05,4,1024,0,0
10,0,1.5,8,512,1,0
8,0,3.96,8,128,6,0
10,1,2.54,6,256,4,1
10,0,5.17,2,1024,3,0
5,0,11.12,5,128,0,1
7,1,3.16,9,1024,3,0
11,0,15.01,7,128,1,0
7,0,5.93,9,1024,5,0
16,0,8.57,6,128,1,1
9,0,0.59,1,256,2,0
9,1,13.69,4,256,0,1
9,1,8.02,9,512,2,1
16,0,2.42,8,128,3,0
7,0,3.33,3,256,1,0
7,0,0.21,2,1024,3,0
5,0,2.67,9,256,2,0
11,0,9.79,4,256,3,0
16,0,3.21,4,256,0,0
6,0,3.79,2,512,2,0
5,0,13.08,6,128,2,1
7,1,4.48,8,128,2,1
18,0,32.25,4,1024,2,0
12,0,0.6,3,128,0,0
7,0,9.49,1,512,2,0
8,0,6.62,5,512,2,0
8,0,13.64,7,256,3,0
10,0,3.05,3,128,3,0
10,0,0.69,5,128,2,0
15,0,4.01,6,128,2,0
9,1,2.24,4,512,1,0
7,0,0.1,2,256,3,0
13,1,4.19,4,512,0,0
15,0,0.21,3,1024,3,0
11,1,0.08,5,128,2,1
10,0,4.9,2,512,2,0
7,1,0.88,2,256,3,0
11,0,5.77,4,256,0,0
10,0,0.21,3,256,1,0
17,0,0.84,5,1024,3,0
14,1,3.26,4,1024,1,0
7,0,3.71,7,256,1,0
12,0,5.67,4,1024,1,0
9,0,11.19,3,512,1,0
12,0,8.11,5,512,2,0
13,0,1.36,4,128,2,0
7,1,4.03,7,1024,2,0
7,0,4.81,4,128,3,1
2,1,11.5,7,512,4,1
8,0,0.49,1,256,3,0
8,0,5.92,2,128,2,0
8,0,13.96,3,512,1,0
9,1,1.26,5,512,3,0
11,1,3.86,4,128,4,1
10,0,12.95,3,256,3,0
17,0,7.6,5,128,4,1
9,0,0.05,4,512,4,0
11,0,4.23,9,256,2,0
10,0,8.29,6,1024,2,0
10,0,1.6,1,128,2,0
6,0,1.99,5,512,4,0
11,1,2.38,6,1024,4,0
14,1,2.75,9,128,1,1
11,1,1.92,3,512,3,1
8,1,1.28,4,128,3,1
10,0,0.57,2,1024,2,0
6,1,26.7,8,512,1,1
12,0,2.94,3,512,3,0
8,0,6.87,1,1024,1,0
10,0,2.63,2,512,1,0
9,1,3.28,6,1024,5,0
9,0,0.73,8,1024,1,0
7,0,1.01,4,1024,3,0
4,0,0.7,3,1024,0,0
14,0,2.39,1,512,2,0
15,1,7.33,2,512,4,1
6,0,4.81,6,256,2,0
13,0,2.1,4,512,3,0
12,0,1.04,5,128,0,0
15,1,15.54,8,256,2,1
13,1,5.47,8,1024,1,0
9,0,4.45,9,1024,0,0
8,0,5.57,2,512,3,0
6,0,0.0,5,1024,2,0
7,1,14.61,7,256,3,1
8,1,3.58,4,256,2,0
9,0,3.94,4,256,1,0
13,1,11.13,8,256,4,1
8,0,0.07,4,512,3,0
7,0,5.53,6,256,2,0
11,0,4.23,7,128,1,0
11,0,2.41,9,512,2,0
11,0,3.04,1,1024,2,0
8,0,15.28,1,256,6,0
10,0,3.36,5,1024,2,0
7,1,15.01,7,512,2,0
17,1,5.08,8,512,2,0
15,0,0.96,2,128,1,0
12,0,6.27,8,128,3,1
14,0,0.01,9,256,5,0
8,0,1.38,1,512,1,0
15,0,2.63,6,512,0,0
14,0,4.21,7,1024,0,0
13,0,8.24,7,256,2,0
10,1,2.44,9,128,0,1
12,1,4.83,5,512,0,0
16,0,0.22,4,256,3,0
12,0,1.87,7,128,2,0
11,0,1.21,6,512,2,0
16,0,12.55,2,1024,1,0
12,0,3.74,5,512,0,0
13,0,3.49,9,256,7,0
11,0,2.79,7,128,3,0
16,0,0.04,6,1024,5,0
11,0,0.78,8,256,2,0
16,1,2.03,1,128,0,1
6,1,2.97,7,1024,0,1
11,1,8.03,9,1024,2,1
8,0,1.88,2,1024,5,0
9,0,10.76,2,512,2,0
7,1,3.02,3,512,1,0
9,0,1.64,3,128,1,0
10,0,2.61,3,512,3,0
5,1,5.71,3,512,1,0
6,1,2.15,5,512,3,1
9,0,0.25,3,1024,2,0
13,0,6.67,3,1024,4,0
11,0,0.69,6,256,3,0
9,1,3.76,5,128,1,1
9,0,1.4,8,256,1,0
8,0,3.68,9,512,1,0
7,1,5.72,8,128,2,1
6,0,3.24,1,1024,3,0
16,1,0.79,8,1024,1,0
12,0,10.35,7,256,2,0
13,0,2.38,8,512,2,0
12,0,2.58,6,512,2,0
9,1,8.49,2,256,1,1
9,1,0.52,9,128,0,1
9,0,0.03,7,512,2,0
8,0,5.42,8,256,1,0
9,0,2.98,7,256,3,0
6,1,3.87,7,256,3,0
6,0,2.39,4,512,0,0
15,0,3.07,8,128,2,0
7,1,3.44,8,256,1,0
6,1,2.66,8,128,0,1
11,0,1.88,9,1024,1,0
7,1,3.37,6,256,1,0
6,0,5.22,6,256,3,0
10,0,0.07,3,256,2,0
9,0,16.86,2,512,1,0
11,0,4.44,5,512,3,0
15,0,0.79,6,128,2,0
10,1,2.62,1,512,3,1
12,0,0.87,4,512,1,0
13,1,1.47,6,1024,4,0
5,1,1.04,9,128,3,1
14,1,0.84,6,256,3,0
12,1,6.4,9,256,1,1
9,1,1.27,1,1024,2,0
11,1,25.79,6,1024,3,1
8,1,0.59,2,1024,0,1
11,0,11.91,9,1024,3,0
13,0,1.06,5,1024,3,0
6,0,0.7,8,512,0,0
14,1,0.3,6,512,1,0
11,0,3.37,2,128,2,0
13,1,5.45,3,1024,0,1
9,0,4.59,6,1024,1,0
9,0,4.88,6,512,4,0
9,1,5.78,3,128,3,1
7,0,2.61,7,1024,3,0
6,1,1.94,1,256,1,0
14,1,1.04,4,256,3,1
8,0,0.51,9,128,0,0
6,0,13.61,8,512,7,1
9,0,1.31,6,512,0,0
11,1,26.11,5,128,1,1
9,0,3.74,7,1024,5,0
10,0,0.18,2,512,2,0
11,0,0.82,3,512,3,0
9,1,0.32,9,512,3,0
14,1,1.2,2,256,3,0
6,1,0.62,5,128,4,1
13,0,2.76,3,1024,2,0
12,1,4.7,9,1024,2,0
9,0,4.17,1,256,3,0
10,0,7.0,1,256,3,1
10,1,3.68,5,128,2,1
10,1,1.2,7,128,2,1
5,0,1.55,8,512,2,0
6,0,5.66,1,128,2,0
7,1,0.84,8,1024,4,1
17,0,4.47,4,128,2,0
12,0,3.41,8,1024,2,0
8,0,2.63,5,256,0,0
13,1,3.03,2,128,4,1
10,1,0.65,9,256,1,0
10,0,16.48,1,512,3,0
10,0,5.99,9,128,2,0
8,0,7.35,9,256,4,0
8,1,10.11,8,128,1,1
7,1,1.68,7,128,4,1
11,0,9.02,3,256,2,0
11,0,2.18,9,128,3,0
9,0,7.78,9,256,3,0
10,1,5.03,3,256,1,0
15,1,12.62,5,128,6,1
10,0,8.29,7,512,4,0
17,0,3.57,5,256,2,0
9,0,0.87,1,128,4,0
9,0,1.89,3,512,3,0
13,0,0.57,4,128,4,0
10,1,4.94,9,512,2,0
9,0,29.03,1,512,1,0
8,0,10.21,7,512,2,0
6,0,1.02,3,1024,1,0
15,1,12.06,4,256,2,1
16,1,12.64,7,512,4,1
8,0,1.85,1,512,4,0
5,0,2.82,5,128,4,0
10,0,0.84,8,128,0,0
10,0,1.53,3,512,4,0
13,0,5.12,6,256,3,0
14,0,4.58,7,1024,1,0
11,0,10.09,5,512,1,0
9,0,3.37,9,256,1,0
11,0,9.44,9,512,4,1
8,0,12.1,8,256,1,0
7,0,1.33,9,512,2,0
11,1,9.67,2,128,1,1
15,1,6.91,3,128,2,1
11,1,2.9,5,1024,4,1
11,1,1.84,3,512,0,0
9,0,18.57,6,512,0,0
9,0,4.41,8,1024,4,0
13,0,2.73,8,128,1,0
14,0,3.97,5,512,3,0
9,0,3.37,1,256,0,0
8,1,1.6,1,128,2,1
9,0,13.19,9,256,0,0
12,1,2.99,6,512,0,0
13,1,6.22,1,128,3,1
13,0,0.01,5,128,3,0
13,0,4.86,4,128,0,0
10,0,0.32,5,512,1,0
8,0,7.07,8,512,4,1
12,1,3.22,6,128,1,1
9,0,7.21,1,256,0,0
12,0,11.79,4,1024,0,0
6,0,4.72,3,1024,1,0
11,1,7.92,1,512,3,1
20,0,7.08,1,1024,2,0
12,0,0.25,7,512,1,0
8,0,0.68,3,1024,1,0
10,1,4.59,9,128,2,1
13,1,3.92,8,128,2,0
14,0,10.79,7,128,6,1
13,0,19.35,8,256,2,0
10,0,0.13,5,1024,1,0
14,1,0.72,7,1024,2,0
13,0,2.48,3,512,2,0
9,0,1.09,4,512,0,0
9,0,0.82,3,1024,2,0
18,0,6.91,6,512,6,1
10,0,0.84,3,1024,5,0
7,0,3.7,7,256,0,0
10,0,12.6,8,512,1,0
14,0,7.82,1,256,1,0
11,1,1.45,3,256,2,0
11,1,3.75,8,256,1,0
10,1,0.58,4,512,1,0
8,0,9.66,6,128,2,1
9,1,1.08,3,128,5,1
9,0,5.26,5,512,4,0
7,0,0.72,2,1024,3,0
15,1,0.54,2,128,2,0
15,0,6.42,7,128,2,1
11,0,4.06,1,512,4,0
12,1,6.56,6,1024,0,1
13,0,4.5,7,512,2,0
9,1,1.12,3,256,2,0
11,1,3.54,2,1024,7,0
9,1,1.87,1,1024,5,0
9,1,5.17,8,128,0,1
9,1,1.85,9,256,1,0
14,1,2.27,4,256,4,1
11,0,1.18,3,128,0,0
4,1,5.28,9,128,1,1
13,0,3.41,4,512,3,0
8,0,5.17,8,256,0,0
11,0,0.99,5,1024,0,0
13,0,2.23,7,1024,2,0
10,1,2.67,1,256,3,0
10,1,2.56,5,512,2,0
8,0,7.19,3,128,2,1
11,0,7.26,5,1024,0,0
14,0,0.49,7,256,1,0
6,0,1.32,7,256,2,0
13,0,0.36,2,512,1,0
14,0,0.83,5,256,4,0
10,1,5.63,9,512,2,1
16,0,2.04,2,128,5,0
14,0,10.54,2,512,1,0
11,0,13.1,5,1024,1,0
14,1,9.94,6,1024,1,1
9,1,8.59,6,256,3,1
8,1,12.54,4,256,2,1
10,1,10.2,6,128,2,1
16,1,0.39,8,256,3,0
8,0,7.51,5,256,4,0
13,0,5.9,9,256,3,0
11,0,0.45,9,1024,1,0
7,0,5.85,6,256,1,0
8,0,11.86,2,1024,3,0
8,1,4.74,4,256,3,0
8,0,0.35,6,256,2,0
12,0,3.37,5,1024,5,0
9,1,6.34,5,128,2,1
12,1,0.48,1,1024,0,0
7,0,3.79,7,128,1,0
8,1,0.56,1,256,3,0
8,0,1.2,7,128,2,0
11,0,6.83,3,512,0,0
11,1,4.92,3,128,4,1
8,0,1.44,3,128,1,0
8,0,2.61,5,1024,3,0
15,1,6.92,6,128,1,1
11,0,0.97,8,256,2,0
9,0,6.5,5,128,2,1
9,0,5.65,5,512,3,0
7,1,0.73,2,128,3,1
5,0,15.36,8,256,5,0
10,0,10.93,9,1024,3,0
12,0,1.92,5,1024,3,0
11,1,21.11,1,128,6,1
13,0,5.64,5,128,1,0
12,0,5.99,2,512,1,0
11,0,0.51,8,128,2,0
8,0,1.33,4,512,2,0
8,0,3.69,2,512,0,0
12,0,5.51,7,1024,1,0
9,0,0.17,9,1024,4,0
7,1,6.42,3,256,5,1
7,0,0.27,5,1024,2,0
9,0,0.06,9,256,2,0
15,1,2.17,8,128,3,1
7,0,0.16,7,1024,2,0
11,1,3.62,7,128,2,1
13,0,0.66,1,128,3,0
9,1,2.95,2,256,0,0
9,1,6.12,7,128,4,1
8,0,7.34,4,256,2,0
10,1,3.2,3,1024,4,1
12,0,11.26,1,512,2,0
15,0,7.7,4,256,0,0
8,0,0.13,6,512,2,0
16,1,0.8,9,1024,1,0
10,0,0.1,6,128,2,0
8,0,1.09,9,256,0,0
6,0,2.19,5,512,2,0
11,0,4.9,2,256,2,0
15,0,9.59,6,1024,2,0
8,0,4.73,9,512,1,0
11,0,12.28,9,512,0,0
13,0,4.01,2,1024,3,0
13,1,2.74,3,512,2,0
15,1,5.85,8,1024,1,0
9,0,3.71,4,128,1,0
6,1,8.01,4,512,6,1
12,1,4.43,1,128,2,1
9,0,6.9,2,1024,4,1
11,0,7.35,7,128,4,1
6,0,3.19,4,512,0,0
9,0,13.51,1,512,4,0
16,1,5.37,9,256,2,0
4,0,5.86,6,512,3,0
13,0,2.02,1,1024,3,0
14,0,5.92,5,1024,2,0
5,0,5.41,9,256,1,0
6,0,0.85,1,512,4,0
13,0,4.06,8,512,2,0
4,0,1.92,4,1024,2,0
6,0,2.78,5,512,1,0
10,0,0.58,2,1024,0,0
13,0,1.28,4,128,0,0
7,0,1.45,9,1024,3,0
12,0,2.0,8,1024,5,0
11,1,1.41,5,512,4,1
8,0,4.48,6,1024,4,0
8,0,1.56,3,256,4,0
13,0,1.59,6,256,1,0
10,0,8.66,1,512,2,0
10,0,4.82,3,256,1,0
13,0,0.52,7,256,1,0
10,0,5.68,1,1024,4,0
8,1,4.58,2,1024,1,0
12,0,0.93,5,128,0,0
9,1,13.43,8,1024,3,1
11,1,7.13,8,256,0,1
17,0,0.67,2,256,1,0
5,0,3.99,3,128,0,0
8,0,4.85,5,1024,3,0
8,0,0.8,7,256,0,0
9,0,4.14,8,512,2,0
5,1,4.91,2,256,2,0
7,1,4.38,8,256,1,0
9,1,2.49,9,512,0,0
7,1,7.15,3,1024,1,1
12,0,2.2,5,256,0,0
11,1,4.19,2,1024,2,0
11,1,19.11,5,512,2,1
7,0,2.08,9,256,2,0
18,0,17.45,5,1024,0,0
9,1,2.42,9,512,2,0
12,0,5.95,5,1024,3,0
6,0,2.28,6,256,3,0
8,0,17.55,5,1024,2,0
9,0,4.57,2,1024,4,0
8,1,1.45,8,512,5,0
16,1,1.68,8,1024,0,0
12,0,4.96,3,256,0,0
16,1,6.62,6,1024,0,1
14,1,0.33,2,128,0,1
9,0,0.93,8,512,0,0
12,1,1.71,7,128,4,1
15,0,2.26,3,1024,0,0
10,0,0.21,5,1024,2,0
10,1,11.54,7,512,3,1
13,0,0.02,3,256,4,0
14,0,6.01,7,256,2,0
10,0,0.61,2,128,4,0
8,0,4.76,5,128,0,0
7,0,7.69,8,256,3,1
7,1,8.85,2,128,3,1
8,0,2.68,7,1024,2,0
8,1,6.36,9,512,1,1
10,0,0.89,7,512,2,0
15,0,7.68,4,1024,4,0
15,0,2.95,6,256,3,0
9,0,0.41,1,512,4,0
8,0,2.46,6,128,3,0
12,0,30.58,2,128,1,0
7,0,3.06,3,1024,2,0
10,0,2.48,5,1024,3,0
9,0,2.91,4,256,1,0
9,0,9.85,9,512,2,0
9,1,2.04,5,128,1,1
8,0,2.51,5,256,2,0
8,1,3.09,3,256,0,0
10,0,7.94,2,1024,3,0
11,0,0.91,8,512,1,0
13,0,0.89,4,512,1,0
7,0,6.21,9,128,4,1
10,0,3.25,1,256,2,0
4,0,3.81,3,128,1,0
13,0,3.81,9,1024,1,0
17,0,0.93,3,1024,1,0
16,1,4.05,7,256,2,0
13,1,1.47,5,128,0,1
10,0,5.37,2,1024,2,0
6,0,1.15,7,128,2,0
11,0,1.58,2,128,0,0
10,0,0.63,2,256,1,0
7,0,1.94,1,128,2,0
6,1,2.75,3,1024,2,0
12,0,3.65,7,512,3,0
12,0,6.53,1,1024,4,0
18,0,0.67,8,256,1,0
9,1,1.32,5,256,4,0
8,1,5.61,5,256,4,1
10,0,8.84,3,512,3,1
11,0,18.78,5,1024,4,0
7,0,13.7,7,1024,1,0
8,0,0.84,2,512,2,0
9,0,0.76,2,256,6,0
8,0,0.36,7,1024,2,0
6,0,4.86,3,1024,3,0
9,1,2.08,7,256,0,0
15,1,4.54,6,256,0,1
15,1,0.77,6,512,3,0
4,0,4.64,7,1024,5,0
13,0,2.97,5,1024,4,0
13,0,2.21,4,128,1,0
6,0,19.71,7,128,4,1
10,1,0.95,2,1024,3,1
10,0,1.75,4,1024,4,0
12,0,1.22,1,128,2,0
12,0,1.67,7,128,1,0
11,1,8.44,8,512,1,1
8,1,0.61,2,512,2,0
14,0,2.72,1,1024,1,0
12,0,4.2,4,1024,2,0
15,1,1.97,1,1024,2,0
9,0,0.38,6,512,0,0
9,0,10.11,3,256,6,0
11,0,1.67,7,1024,0,0
6,0,0.61,8,256,6,0
8,0,3.52,3,256,2,0
11,0,7.36,4,128,0,1
6,1,11.17,1,1024,0,1
9,0,5.03,8,256,2,0
11,0,0.98,7,1024,4,0
14,0,9.37,7,512,0,0
4,0,0.26,9,1024,3,0
12,0,4.07,9,1024,4,0
8,0,0.48,1,256,1,0
12,0,7.29,1,256,0,0
7,0,0.08,6,512,0,0
12,0,1.21,9,256,0,0
8,1,4.29,3,512,0,0
7,1,2.75,1,1024,1,0
8,0,4.71,6,512,2,0
7,1,0.82,2,128,3,1
9,0,3.87,3,128,2,0
11,0,5.93,5,128,1,0
8,0,12.88,1,128,1,1
12,0,0.88,1,128,1,0
9,1,0.83,5,1024,5,1
6,0,1.26,6,512,1,0
9,1,4.34,5,128,2,1
10,0,1.29,4,128,0,0
4,1,1.2,7,128,4,1
8,1,4.17,8,512,2,0
10,0,1.21,8,1024,2,0
15,0,4.73,6,1024,3,0
11,0,1.3,5,128,4,0
6,1,6.54,5,256,4,1
7,1,1.85,8,1024,1,0
7,0,7.23,6,128,0,0
8,0,1.77,2,512,5,0
6,0,1.05,8,512,1,0
10,1,1.69,6,128,2,1
10,1,17.22,2,256,2,1
13,0,8.16,4,512,2,0
10,0,2.24,2,512,0,0
10,0,5.8,4,128,2,0
10,0,3.82,1,512,2,0
14,0,0.89,1,128,2,0
8,1,4.05,5,1024,3,1
10,0,6.22,9,512,4,1
5,1,0.59,2,512,0,0
12,0,2.08,5,128,2,0
11,1,6.39,3,512,3,1
14,0,0.86,6,512,1,0
13,1,6.82,6,128,3,1
10,0,6.02,9,512,3,0
12,1,0.66,8,1024,3,0
6,0,2.45,2,512,1,0
11,1,6.54,1,512,0,1
11,0,5.48,7,128,1,0
8,1,6.52,5,256,0,1
15,0,3.58,2,128,1,0
9,0,0.83,8,1024,1,0
10,1,3.38,5,128,0,1
12,0,4.52,2,128,5,0
9,1,4.6,9,512,2,1
7,1,0.86,8,256,2,1
7,0,4.11,4,128,1,0
5,0,6.31,7,256,1,0
12,0,1.07,5,256,4,0
8,1,6.24,4,512,3,1
10,0,1.09,9,512,1,0
3,0,4.98,8,1024,3,0
11,0,5.77,2,256,2,0
8,0,12.43,5,128,1,1
9,0,6.18,6,256,0,0
18,1,5.27,6,512,4,1
10,0,1.67,4,512,4,0
13,0,4.16,8,1024,1,0
11,1,0.16,1,256,2,0
10,0,3.66,5,128,1,0
11,0,4.37,9,1024,0,0
8,0,0.39,6,512,1,0
14,0,4.59,3,512,1,0
12,0,0.95,6,256,3,0
9,0,0.07,8,256,0,0
8,0,1.4,3,128,5,0
7,0,0.9,6,256,2,0
11,0,2.86,1,128,3,0
5,0,3.57,1,1024,0,0
9,0,1.16,3,128,2,0
7,0,3.81,4,256,3,0
12,0,3.91,5,128,2,0
17,0,16.48,9,128,2,0
4,0,3.96,5,128,2,0
7,1,0.78,4,512,1,0
12,0,4.77,4,512,0,0
15,0,1.96,3,1024,1,0
16,0,8.81,1,128,5,0
10,0,8.54,1,256,2,0
11,0,2.82,2,128,1,0
13,1,0.3,3,512,3,0
10,1,0.43,4,128,2,1
12,0,1.77,8,1024,3,0
17,0,1.88,9,256,3,0
9,1,1.49,4,128,1,1
14,0,3.25,4,1024,4,0
11,0,3.8,9,256,1,0
6,0,3.53,7,512,2,0
15,1,4.72,1,512,1,0
11,1,10.97,9,256,4,1
11,0,3.52,9,256,5,0
12,1,1.83,2,128,3,1
11,1,2.86,2,256,1,0
8,1,0.63,1,256,3,1
13,0,0.74,1,128,4,0
11,0,0.32,7,1024,1,0
5,0,5.71,2,1024,3,0
6,0,3.83,3,256,0,0
13,1,0.37,8,512,3,0
5,0,0.38,3,1024,4,0
11,0,4.1,3,128,5,0
8,1,1.64,3,512,3,1
13,0,0.81,1,1024,1,0
11,0,9.61,4,1024,3,0
8,0,0.61,5,512,3,0
2,1,5.64,7,128,3,1
5,0,2.2,1,512,2,0
9,0,2.99,4,256,1,0
3,0,0.68,8,512,1,0
10,1,9.36,8,128,3,1
10,0,0.69,6,1024,2,0
12,0,1.46,7,1024,2,0
8,1,1.83,9,128,1,1
3,1,11.37,7,1024,1,1
10,0,0.55,9,256,3,0
4,0,4.65,5,256,1,0
8,0,2.6,2,512,0,0
7,0,3.87,9,128,0,0
10,1,2.41,4,256,3,1
10,1,25.28,3,128,5,1
14,0,0.22,1,512,0,0
13,0,3.07,6,512,0,0
5,1,13.22,3,512,4,1
11,1,2.82,5,1024,4,1
10,0,3.17,5,128,1,0
6,1,7.81,6,256,0,1
9,0,1.14,9,1024,2,0
13,0,11.27,1,512,1,0
7,1,2.89,3,256,2,0
13,0,19.97,1,512,2,0
8,0,0.67,2,512,4,0
10,0,0.43,6,128,2,0
11,0,3.6,2,512,2,0
11,0,0.98,7,128,0,0
6,0,3.11,4,256,3,0
10,0,10.72,8,256,4,1
11,0,5.99,7,256,4,0
10,0,0.11,3,512,0,0
5,1,1.93,9,512,5,1
9,0,6.66,7,128,3,1
13,0,5.1,4,1024,4,0
20,1,13.77,7,256,5,1
13,1,0.2,5,128,3,1
10,0,8.32,6,1024,1,0
13,1,1.92,1,512,2,0
11,0,0.91,3,512,4,0
16,0,6.0,4,512,0,0
6,0,0.8,5,256,0,0
7,0,1.13,1,512,5,0
13,0,1.21,3,256,1,0
10,0,1.58,1,512,2,0
8,0,12.59,4,1024,0,0
10,0,2.87,8,128,1,0
13,1,11.25,2,1024,0,1
12,1,7.33,9,128,4,1
8,0,3.03,7,128,4,0
14,1,3.15,5,512,1,0
4,0,1.38,6,1024,0,0
13,0,1.35,3,512,2,0
7,1,3.74,3,1024,3,1
8,0,11.52,3,512,2,0
12,1,3.1,3,256,2,0
12,0,1.77,9,512,2,0
13,1,5.38,5,512,1,0
9,0,1.13,8,128,2,0
16,1,2.84,3,512,5,1
13,1,2.26,3,512,2,0
7,0,1.16,3,128,1,0
8,0,6.76,9,1024,0,0
10,0,0.54,9,256,4,0
10,0,11.3,2,1024,4,0
6,1,11.51,9,256,3,1
11,0,15.65,8,256,0,0
9,0,1.63,4,512,3,0
13,0,17.98,8,256,2,0
9,1,0.41,8,512,5,1
11,0,2.42,5,256,1,0
9,0,3.56,2,1024,3,0
12,1,10.59,1,128,2,1
7,1,0.81,9,128,4,1
12,0,3.69,7,256,2,0
8,0,2.77,5,256,3,0
10,1,1.48,5,1024,2,0
10,0,1.53,7,256,0,0
9,1,1.52,2,128,2,1
12,1,5.24,2,1024,4,1
13,1,2.78,9,128,0,1
11,0,0.4,9,1024,3,0
14,1,25.03,6,256,3,1
12,0,6.0,7,256,1,0
11,0,1.34,6,128,2,0
10,0,2.82,5,128,1,0
11,0,0.82,9,128,3,0
5,0,1.22,3,256,1,0
11,0,4.47,5,128,2,0
8,0,22.23,3,1024,2,1
8,1,3.21,7,256,1,0
10,0,6.14,5,256,1,0
13,1,1.68,3,128,3,1
10,0,5.78,3,256,3,0
10,0,4.58,3,1024,1,0
9,0,0.14,7,256,4,0
8,0,4.39,5,256,3,0
14,1,4.86,8,128,4,1
14,0,2.68,5,512,1,0
13,1,5.23,4,1024,4,1
7,1,0.88,9,256,2,1
8,1,13.2,7,128,2,1
8,0,3.82,2,512,2,0
11,0,19.77,2,1024,2,0
8,1,1.81,8,1024,2,0
6,1,1.12,6,1024,1,0
7,0,21.74,4,1024,3,0
14,0,7.15,8,1024,2,0
5,1,2.3,3,1024,2,0
9,0,0.52,9,128,3,0
4,0,3.81,6,128,4,0
6,0,4.4,2,512,1,0
14,1,8.51,6,256,1,1
7,0,19.84,1,128,0,0
11,1,3.53,1,128,4,1
9,0,0.88,9,512,2,0
12,1,4.85,2,512,3,1
7,1,2.92,6,256,3,0
7,0,1.76,2,1024,4,0
9,1,5.29,3,512,3,0
6,1,3.86,8,128,2,1
9,1,2.94,2,1024,2,0
9,0,3.85,8,256,1,0
12,1,1.16,2,512,4,1
7,0,1.76,8,128,3,0
9,0,2.58,2,512,5,0
8,1,5.13,5,256,4,0
8,0,4.61,5,1024,2,0
12,0,19.73,8,512,0,1
7,1,18.88,6,256,0,1
9,0,12.23,1,256,2,0
22,0,1.01,2,256,3,0
8,1,4.01,1,256,0,0
14,0,21.74,5,256,1,0
14,0,12.63,7,1024,3,1
7,1,1.91,9,512,1,0
14,1,6.43,3,128,1,1
17,1,1.47,5,256,0,0
14,0,5.14,1,1024,1,0
10,0,6.8,9,512,3,1
13,0,0.25,1,512,1,0
7,0,1.18,3,256,2,0
9,0,0.18,9,512,1,0
13,0,8.52,8,512,1,0
12,0,2.28,3,1024,2,0
8,0,14.9,6,1024,1,0
8,1,15.6,3,1024,0,1
13,0,8.95,8,1024,2,0
14,0,1.41,2,128,3,0
11,1,2.67,2,256,4,1
8,0,9.78,1,512,4,0
7,0,9.11,9,256,1,0
11,0,6.78,7,256,1,0
11,0,13.58,6,256,4,1
11,1,5.01,6,128,3,1
11,0,3.1,6,256,1,0
13,1,0.89,1,1024,2,0
11,0,0.34,5,128,1,0
12,1,0.93,3,128,1,1
9,0,5.26,7,1024,0,0
8,1,0.41,3,512,3,0
11,1,5.85,6,128,1,0
12,1,2.38,4,1024,0,0
7,0,14.96,3,512,2,0
7,0,6.94,7,256,3,0
7,1,2.09,3,1024,1,0
7,1,6.4,9,512,7,1
11,0,4.98,5,512,2,0
8,0,2.73,4,1024,2,0
12,0,0.05,2,1024,6,0
9,0,0.57,3,256,2,0
12,0,7.27,7,256,1,0
13,0,10.96,3,1024,0,0
13,1,16.53,1,512,1,1
5,0,22.18,1,512,4,0
8,1,2.97,5,512,2,0
6,0,4.9,6,128,3,0
7,0,0.51,4,512,1,0
8,0,4.87,2,256,2,0
6,0,3.65,3,128,0,0
11,1,5.9,8,512,2,1
9,0,9.88,1,256,0,0
9,1,3.71,1,512,1,0
10,0,22.05,5,512,1,0
9,0,0.74,2,128,3,0
9,0,1.08,1,256,5,0
12,0,2.4,8,1024,1,0
12,1,0.1,6,256,3,0
10,0,1.67,1,256,2,0
15,0,5.23,9,256,0,0
7,0,4.6,1,512,3,0
9,0,0.97,7,1024,4,0
4,0,1.04,4,128,2,0
8,0,0.84,4,256,1,0
7,0,2.57,8,512,2,0
6,0,10.03,5,256,0,0
12,0,7.85,2,128,1,1
15,0,11.43,9,1024,0,0
7,1,7.18,2,1024,3,1
6,0,3.0,7,256,1,0
12,1,4.31,7,1024,0,0
5,0,15.72,9,128,5,1
16,0,1.66,2,1024,3,0
12,0,6.47,5,256,2,0
8,0,4.62,6,128,4,0
11,1,1.28,8,1024,0,0
13,0,3.39,2,256,2,0
9,0,9.52,3,256,1,0
11,0,2.87,4,1024,4,0
8,1,4.69,4,1024,1,0
15,0,17.15,8,512,3,0
10,1,3.04,9,128,3,1
10,1,16.38,7,512,2,1
13,0,2.41,3,1024,1,0
7,1,2.66,7,512,3,0
11,0,3.12,3,512,2,0
13,0,7.65,2,512,2,0
8,0,8.09,8,128,3,1
10,0,0.76,4,256,1,0
12,0,0.54,9,512,2,0
15,0,2.74,6,1024,4,0
9,0,9.7,7,1024,2,0
11,0,0.23,2,1024,3,0
4,0,1.09,6,128,2,0
5,0,12.7,4,512,4,0
9,1,2.04,6,128,1,1
18,0,1.09,6,128,7,0
10,0,2.53,1,512,1,0
8,0,3.23,6,128,1,0
5,1,4.26,9,256,6,1
9,1,19.01,2,256,1,1
13,0,1.25,9,256,3,0
7,0,9.44,6,512,1,0
16,0,8.77,1,512,2,0
9,1,6.73,6,1024,1,1
15,1,8.25,9,128,0,1
10,0,23.54,7,1024,0,0
8,1,5.51,2,128,4,1
14,0,1.83,4,128,3,0
